date,latitude,longitude,aqi,pm25,pm10,no2,so2,co,station_id,city
2024-12-16,28.39413256669176,77.09913266783323,80,11.7,61.5,9.4,14.1,1.46,AQ_023,Delhi
2024-12-17,28.668416834320254,77.39752312477725,21,39.9,32.0,17.7,52.3,1.92,AQ_024,Delhi
2024-12-18,28.893339137765786,77.3787466763794,82,33.5,84.1,53.3,0.3,0.4,AQ_000,Delhi
2024-12-19,28.739158812021685,77.12598935067977,78,37.1,64.3,4.4,3.6,1.45,AQ_001,Delhi
2024-12-20,28.511532359870003,77.43757780257998,57,25.1,59.4,22.0,15.8,0.12,AQ_002,Delhi
2024-12-21,28.360092137693307,77.10651610855004,88,47.3,55.8,86.1,10.3,3.34,AQ_003,Delhi
2024-12-22,28.725302933174245,76.93269522423924,88,35.0,71.0,6.2,0.1,1.05,AQ_004,Delhi
2024-12-23,28.60181251669356,77.37422889792298,91,17.2,68.6,0.3,10.3,0.54,AQ_005,Delhi
2024-12-24,28.702505632684158,77.19107218293549,104,27.8,18.2,2.0,11.8,0.85,AQ_006,Delhi
2024-12-25,28.63119480833162,77.35553823468625,45,52.6,35.0,101.9,35.7,0.88,AQ_007,Delhi
2024-12-26,28.618346438768075,77.09586967559137,85,26.1,52.8,51.0,11.3,0.86,AQ_008,Delhi
2024-12-27,29.057693816883976,77.01973449823795,78,45.5,68.7,80.8,6.0,0.3,AQ_009,Delhi
2024-12-28,28.612980505843165,77.3937807682936,90,47.5,51.8,61.9,19.6,0.58,AQ_010,Delhi
2024-12-29,28.59001321861201,76.99790971549064,57,25.1,75.9,23.9,40.7,0.86,AQ_011,Delhi
2024-12-30,28.595682698689398,76.97484542328439,117,39.5,55.2,75.8,15.8,1.81,AQ_012,Delhi
2024-12-31,28.526369492493853,76.92016196638535,44,36.4,69.6,61.3,73.2,1.69,AQ_013,Delhi
2025-01-01,28.762419934207298,76.78982915525387,56,43.3,93.8,12.6,1.9,0.03,AQ_014,Delhi
2025-01-02,28.560836849932798,77.05313434251035,73,32.6,61.2,20.1,32.1,2.61,AQ_015,Delhi
2025-01-03,28.709291405846688,76.8835888062382,97,41.5,53.3,24.3,4.0,0.87,AQ_016,Delhi
2025-01-04,28.656590454472035,77.20365917730852,79,43.2,49.9,6.1,5.9,0.02,AQ_017,Delhi
2025-01-05,28.796747879319867,76.8735373974513,68,34.3,89.9,72.2,12.1,1.09,AQ_018,Delhi
2025-01-06,28.676926939548256,77.0448589871236,40,33.0,50.4,15.0,5.9,3.3,AQ_019,Delhi
2025-01-07,28.431892282857852,77.55880929943145,47,27.9,72.1,12.7,25.8,1.83,AQ_020,Delhi
2025-01-08,28.41492683224191,77.26076863609181,93,30.8,43.3,57.3,7.0,3.0,AQ_021,Delhi
2025-01-09,28.825155371911535,77.21692085131116,130,9.2,90.7,22.3,27.7,5.13,AQ_022,Delhi
2025-01-10,28.522593379510333,76.96588720295202,42,23.2,50.4,11.9,18.7,0.36,AQ_023,Delhi
2025-01-11,28.415809613031552,77.17216035010769,91,32.2,59.5,70.5,8.7,1.75,AQ_024,Delhi
2025-01-12,28.51345721001954,77.21621628447049,58,27.2,46.4,16.5,5.6,1.55,AQ_000,Delhi
2025-01-13,28.803593793045202,76.96822288063194,68,51.0,44.3,15.5,0.5,0.23,AQ_001,Delhi
2025-01-14,28.400868050157722,77.2279271021321,103,37.8,41.0,29.6,0.9,1.23,AQ_002,Delhi
2025-01-15,28.48392571943606,77.38768486855977,80,59.7,103.4,14.5,14.0,3.88,AQ_003,Delhi
2025-01-16,28.51387887368052,77.1567612821741,64,41.6,73.2,62.0,5.3,2.08,AQ_004,Delhi
2025-01-17,28.426221518979023,77.17941454473936,83,7.1,47.4,25.3,10.5,1.1,AQ_005,Delhi
2025-01-18,28.43625089922325,76.9026855376757,79,33.6,53.2,16.5,20.0,1.99,AQ_006,Delhi
2025-01-19,28.386183803710452,76.99911491970856,45,9.7,47.3,28.0,4.7,0.08,AQ_007,Delhi
2025-01-20,28.544721888029493,77.36765426521424,121,51.0,84.6,2.6,0.4,0.0,AQ_008,Delhi
2025-01-21,28.560663675238988,77.10976740301292,72,29.0,55.8,31.7,52.5,0.88,AQ_009,Delhi
2025-01-22,28.511519276869507,77.06954325483365,107,27.9,85.0,40.6,4.6,3.28,AQ_010,Delhi
2025-01-23,28.365845324154854,77.1051125326043,78,25.4,54.1,4.4,17.0,1.43,AQ_011,Delhi
2025-01-24,28.8019003920284,77.20038008094988,62,42.3,60.5,11.4,8.8,0.93,AQ_012,Delhi
2025-01-25,28.414538175624177,77.03523761337013,55,46.1,45.8,113.2,45.7,0.77,AQ_013,Delhi
2025-01-26,28.65560505680343,77.22797747589554,94,31.1,78.8,23.4,20.7,2.13,AQ_014,Delhi
2025-01-27,28.45268501103217,77.00499884843154,77,50.1,88.8,21.1,17.8,0.45,AQ_015,Delhi
2025-01-28,28.714147530011232,77.32510000031137,128,35.5,45.1,16.8,11.2,1.42,AQ_016,Delhi
2025-01-29,28.757274853275074,77.05044163339906,44,20.1,41.2,53.7,21.5,3.47,AQ_017,Delhi
2025-01-30,28.482257962005853,77.40704024783982,121,58.2,76.0,7.1,0.4,2.97,AQ_018,Delhi
2025-01-31,28.325342640545433,77.2074951020864,82,7.1,75.7,0.4,10.7,6.01,AQ_019,Delhi
2025-02-01,28.718268097870943,77.08215333574071,115,31.2,29.1,49.4,4.6,0.78,AQ_020,Delhi
2025-02-02,28.895270082007045,77.34571909143735,67,63.0,83.3,72.0,2.0,3.33,AQ_021,Delhi
2025-02-03,28.676254180983864,77.00282546813453,82,41.2,60.0,48.5,2.7,1.12,AQ_022,Delhi
2025-02-04,28.637981663221957,77.12694015324739,83,37.6,60.3,27.2,1.1,0.75,AQ_023,Delhi
2025-02-05,28.73686409144153,77.20898867100841,86,43.3,55.1,12.1,32.6,0.41,AQ_024,Delhi
2025-02-06,28.728658226899555,77.19082497950677,105,71.3,54.1,127.7,13.5,2.63,AQ_000,Delhi
2025-02-07,28.48955167493585,76.90771217974441,63,42.9,65.8,12.7,3.7,0.11,AQ_001,Delhi
2025-02-08,28.515027303395502,77.07090301860799,82,53.4,54.4,56.2,13.1,0.19,AQ_002,Delhi
2025-02-09,28.705568532508387,77.23423515136352,83,73.4,59.2,12.5,18.6,1.31,AQ_003,Delhi
2025-02-10,28.592297997877957,77.01101626609602,82,36.3,63.6,38.5,2.3,3.22,AQ_004,Delhi
2025-02-11,28.811390839379534,77.39896439479988,66,39.8,76.6,46.4,24.0,0.26,AQ_005,Delhi
2025-02-12,28.508248677930688,77.2832771333179,84,26.5,35.5,4.2,29.4,1.27,AQ_006,Delhi
2025-02-13,28.72649148753027,77.13186394139335,59,38.1,84.4,1.5,3.7,2.55,AQ_007,Delhi
2025-02-14,28.665295697205384,77.175956130205,60,8.4,81.8,43.5,25.4,1.07,AQ_008,Delhi
2025-02-15,28.594934365443557,77.48823461857478,94,19.0,46.6,96.0,12.8,5.21,AQ_009,Delhi
2025-02-16,28.79028661577519,77.34939826763146,21,33.1,54.9,1.3,7.9,2.13,AQ_010,Delhi
2025-02-17,28.715910729930116,77.26603287172993,105,23.7,33.0,76.0,7.0,0.98,AQ_011,Delhi
2025-02-18,28.463154926992686,76.99667218443486,28,22.5,57.1,20.4,3.7,2.62,AQ_012,Delhi
2025-02-19,28.70993280206298,77.45344169779689,60,10.9,59.3,3.2,12.9,0.98,AQ_013,Delhi
2025-02-20,28.82014859472413,77.3668601603311,96,22.6,20.6,10.2,6.6,0.19,AQ_014,Delhi
2025-02-21,28.59433329665231,77.18673919186602,47,69.1,36.8,9.8,9.1,0.96,AQ_015,Delhi
2025-02-22,28.576601622442254,77.12654528961869,103,61.9,60.8,28.0,11.3,0.63,AQ_016,Delhi
2025-02-23,28.51345292785347,77.18081440918348,97,39.6,30.6,0.8,5.7,0.06,AQ_017,Delhi
2025-02-24,28.611859417148697,77.02870949786995,83,64.7,65.5,36.5,32.1,3.4,AQ_018,Delhi
2025-02-25,28.716830102907938,77.1383821663439,100,52.6,23.8,15.5,12.5,4.25,AQ_019,Delhi
2025-02-26,28.49124975506319,77.32347407712318,79,38.3,76.3,28.8,13.5,0.6,AQ_020,Delhi
2025-02-27,28.411946365889413,76.93785680841361,91,51.8,68.7,11.9,9.3,1.54,AQ_021,Delhi
2025-02-28,28.557537513352713,77.16188884386366,95,53.4,62.1,17.1,15.6,1.56,AQ_022,Delhi
2025-03-01,28.40694125320119,77.22606339593197,63,47.4,80.2,45.8,12.6,1.91,AQ_023,Delhi
2025-03-02,28.692382766192395,77.2245352055985,127,49.1,79.8,8.4,2.0,2.78,AQ_024,Delhi
2025-03-03,28.54989653450093,77.03215945689499,139,26.7,101.9,38.8,5.5,0.44,AQ_000,Delhi
2025-03-04,28.35058972331738,77.03167706630094,126,67.7,88.0,23.7,4.5,1.4,AQ_001,Delhi
2025-03-05,28.561608872789225,77.37237480736876,108,69.3,63.5,3.8,5.9,0.06,AQ_002,Delhi
2025-03-06,28.58500775213089,77.02532063607757,66,46.6,78.4,46.8,26.5,0.14,AQ_003,Delhi
2025-03-07,28.68127034200396,77.36029764344627,106,26.1,112.4,10.6,21.1,0.44,AQ_004,Delhi
2025-03-08,28.59209546852687,77.13664520273373,132,34.1,51.0,40.5,2.2,1.77,AQ_005,Delhi
2025-03-09,28.894208968525973,77.37096945254514,51,68.0,68.4,28.9,0.1,0.21,AQ_006,Delhi
2025-03-10,28.53609442226915,77.14583822418925,76,64.2,52.3,29.5,14.8,4.2,AQ_007,Delhi
2025-03-11,28.604540217712653,77.03402930190755,120,70.6,60.9,19.2,6.9,0.72,AQ_008,Delhi
2025-03-12,28.5984634078606,77.33748322845902,38,51.9,37.5,19.6,21.0,0.05,AQ_009,Delhi
2025-03-13,28.571505742338946,77.20639131666547,135,51.2,42.4,28.8,3.1,0.33,AQ_010,Delhi
2025-03-14,28.635263837751943,77.42628648779868,142,65.9,29.2,15.3,4.4,6.36,AQ_011,Delhi
2025-03-15,28.695084694579652,77.34283001277068,43,20.5,112.3,8.9,4.3,0.57,AQ_012,Delhi
2025-03-16,28.814914805530467,77.17458600565844,163,78.4,124.5,75.5,4.0,0.07,AQ_013,Delhi
2025-03-17,28.37851158089083,77.14154985975055,150,51.8,96.0,3.3,5.9,0.75,AQ_014,Delhi
2025-03-18,28.537348568929083,77.21250585149309,76,67.4,82.4,3.0,10.6,1.31,AQ_015,Delhi
2025-03-19,28.546734286197164,77.23753150267888,118,53.4,92.9,30.9,17.3,0.08,AQ_016,Delhi
2025-03-20,28.754577544604256,77.07673772099024,73,32.8,65.6,40.9,8.1,0.47,AQ_017,Delhi
2025-03-21,28.560400540838998,77.3352909359537,114,44.3,94.6,44.5,21.3,0.71,AQ_018,Delhi
2025-03-22,28.329623661038102,77.14939547622845,60,47.0,70.5,37.6,20.5,4.55,AQ_019,Delhi
2025-03-23,28.627059569579988,77.14554583822701,77,50.7,102.5,87.3,6.3,1.2,AQ_020,Delhi
2025-03-24,28.60884661526886,77.12789674939413,87,50.7,65.3,91.4,1.0,1.06,AQ_021,Delhi
2025-03-25,28.6408627348657,77.2436525901015,105,79.6,101.2,77.9,6.3,0.7,AQ_022,Delhi
2025-03-26,28.45787556785308,77.10519210974188,51,55.6,29.0,79.5,5.5,1.51,AQ_023,Delhi
2025-03-27,28.871755202162678,77.22924551649855,119,51.6,79.5,66.7,5.7,0.01,AQ_024,Delhi
2025-03-28,28.565321032432198,77.62399046066528,98,12.1,110.8,12.1,6.0,3.39,AQ_000,Delhi
2025-03-29,28.58565547122595,77.20095858098931,61,64.3,39.5,22.0,4.5,0.24,AQ_001,Delhi
2025-03-30,28.478898714528626,77.1438992892552,59,28.1,108.0,22.9,54.6,0.54,AQ_002,Delhi
2025-03-31,28.47424969941879,76.95884661577782,84,48.6,108.2,10.5,0.4,1.46,AQ_003,Delhi
2025-04-01,28.430489456037684,77.21653328871461,129,23.5,81.2,4.4,15.9,2.0,AQ_004,Delhi
2025-04-02,28.55490337223283,77.04261535851256,69,61.6,94.9,63.1,29.7,2.49,AQ_005,Delhi
2025-04-03,28.470262724186504,77.15266628215427,115,42.9,52.0,49.8,25.0,0.87,AQ_006,Delhi
2025-04-04,28.922370101183784,77.23174113904707,98,38.2,88.0,3.9,7.6,0.41,AQ_007,Delhi
2025-04-05,28.330626142941977,76.94935158252667,87,33.9,54.0,3.8,9.7,1.4,AQ_008,Delhi
2025-04-06,28.44465041777273,77.23261941285978,95,44.1,72.9,36.1,37.3,0.0,AQ_009,Delhi
2025-04-07,28.55368783573145,77.25467727631391,94,59.9,83.3,13.8,7.3,1.74,AQ_010,Delhi
2025-04-08,28.71492369171475,77.01443499705,146,53.3,85.1,12.7,21.6,0.28,AQ_011,Delhi
2025-04-09,28.55183646779299,77.15015362118064,94,34.5,69.4,1.6,0.3,3.56,AQ_012,Delhi
2025-04-10,28.715294508950446,76.93440004567333,135,60.2,106.4,0.3,21.7,0.85,AQ_013,Delhi
2025-04-11,28.46587941660645,77.44532514037637,104,44.9,54.9,11.8,49.0,0.19,AQ_014,Delhi
2025-04-12,28.622793670084206,77.25858449148232,120,60.3,107.0,7.6,12.6,1.29,AQ_015,Delhi
2025-04-13,28.875506163051625,77.18206172485314,103,44.9,82.1,1.3,23.2,5.17,AQ_016,Delhi
2025-04-14,28.46873834064508,77.18448462540158,81,41.4,114.3,5.7,20.3,1.99,AQ_017,Delhi
2025-04-15,28.67683515138431,77.37871654120987,62,71.9,72.9,12.4,10.0,0.45,AQ_018,Delhi
2025-04-16,28.64493912789249,77.1948751672119,99,17.0,91.3,31.3,13.0,2.99,AQ_019,Delhi
2025-04-17,28.276169752101822,77.25862251569137,118,35.7,34.8,0.7,22.2,3.16,AQ_020,Delhi
2025-04-18,28.5255544180294,77.43679443405483,70,65.5,103.0,13.1,4.2,1.03,AQ_021,Delhi
2025-04-19,28.7835727857959,77.15707492779967,108,34.5,100.6,71.0,50.8,0.11,AQ_022,Delhi
2025-04-20,28.634161650872706,77.045104701324,106,31.3,108.2,39.4,12.3,6.04,AQ_023,Delhi
2025-04-21,28.432059655565592,77.08532491378696,68,48.5,56.3,12.1,13.9,2.83,AQ_024,Delhi
2025-04-22,28.717516590937347,77.4232995751659,161,65.5,51.5,39.9,49.3,0.37,AQ_000,Delhi
2025-04-23,28.542031558202847,77.2227142462771,157,52.7,112.0,15.5,34.2,2.47,AQ_001,Delhi
2025-04-24,28.667907609212126,77.13365030675955,65,63.0,78.8,44.0,8.5,3.27,AQ_002,Delhi
2025-04-25,28.670438017165644,77.35504665696988,176,75.2,69.0,132.1,26.2,0.18,AQ_003,Delhi
2025-04-26,28.446095659828163,77.35869360785158,27,35.5,98.8,5.4,25.8,1.16,AQ_004,Delhi
2025-04-27,28.732374205210146,77.13765283481403,70,48.6,75.0,84.8,3.7,1.91,AQ_005,Delhi
2025-04-28,28.462773679814724,77.06320947443719,75,97.8,120.2,90.6,29.5,2.84,AQ_006,Delhi
2025-04-29,28.418032120048753,76.97342070984082,86,50.9,37.1,81.4,5.9,1.88,AQ_007,Delhi
2025-04-30,28.481475651841695,76.93991666186106,98,25.4,68.3,8.9,7.9,0.09,AQ_008,Delhi
2025-05-01,28.56198649492052,77.1692520322231,63,58.9,77.3,12.5,55.3,2.42,AQ_009,Delhi
2025-05-02,28.63031047346619,77.07502060794448,74,62.4,41.0,22.9,3.1,2.17,AQ_010,Delhi
2025-05-03,28.498012440144134,77.48777116147093,78,57.8,100.1,0.3,0.8,1.19,AQ_011,Delhi
2025-05-04,28.725622896859267,77.21778066320425,142,54.1,60.2,5.7,17.4,0.69,AQ_012,Delhi
2025-05-05,28.65161962760654,76.91767756851233,76,62.2,83.8,20.1,4.9,0.57,AQ_013,Delhi
2025-05-06,28.509680267734176,77.42180939132652,101,56.2,47.3,21.6,12.0,1.72,AQ_014,Delhi
2025-05-07,28.74724893763923,77.23325654641265,111,43.0,55.0,1.1,4.3,1.87,AQ_015,Delhi
2025-05-08,28.788060253646975,77.31474692205597,113,81.4,20.2,23.0,4.0,0.28,AQ_016,Delhi
2025-05-09,28.599097295478575,77.31130521652501,63,63.0,58.6,77.6,2.5,0.53,AQ_017,Delhi
2025-05-10,28.581652543255416,77.25348348509299,81,46.2,46.9,22.7,2.8,1.89,AQ_018,Delhi
2025-05-11,28.34783429701155,77.28750139456518,170,66.6,54.5,47.8,6.5,1.11,AQ_019,Delhi
2025-05-12,28.55277311114128,77.24481410075946,81,61.3,89.1,17.9,53.9,1.12,AQ_020,Delhi
2025-05-13,28.570173993115198,77.04304211410519,106,34.2,114.1,25.4,14.4,0.28,AQ_021,Delhi
2025-05-14,28.650706911088953,77.26400982972137,82,86.9,133.4,40.1,18.2,1.46,AQ_022,Delhi
2025-05-15,28.58863603525543,77.36258582574888,66,57.3,70.6,9.5,12.4,0.25,AQ_023,Delhi
2025-05-16,28.650504040721074,77.17749153810313,109,55.1,65.2,1.3,6.5,0.42,AQ_024,Delhi
2025-05-17,28.84401354339558,77.29169533271046,103,63.7,76.3,14.0,2.4,1.98,AQ_000,Delhi
2025-05-18,28.53441288520495,77.27193837177971,79,57.7,71.4,83.4,1.4,1.62,AQ_001,Delhi
2025-05-19,28.540254157615124,77.48134780958787,106,96.6,98.8,42.4,15.6,0.84,AQ_002,Delhi
2025-05-20,28.417525202854613,77.17108745489504,107,35.2,63.9,7.3,29.9,0.19,AQ_003,Delhi
2025-05-21,28.612600929988762,77.16519937558446,163,60.2,107.9,19.8,11.1,10.36,AQ_004,Delhi
2025-05-22,28.760421947370443,77.191460238978,108,22.7,86.9,5.5,30.3,0.67,AQ_005,Delhi
2025-05-23,28.351239447621147,77.19364133873445,102,63.0,106.1,10.0,29.2,0.34,AQ_006,Delhi
2025-05-24,28.51402145494709,76.86810734335685,106,35.4,68.8,4.5,1.6,1.15,AQ_007,Delhi
2025-05-25,28.61929107537559,77.11260852378001,67,63.0,56.7,126.8,0.5,0.17,AQ_008,Delhi
2025-05-26,28.741415432528665,77.25398275998187,117,69.6,57.3,37.6,23.9,1.18,AQ_009,Delhi
2025-05-27,28.671330535854032,77.20776152279983,49,71.6,59.9,3.8,17.9,0.04,AQ_010,Delhi
2025-05-28,28.662719544227322,77.08909912687044,93,90.0,65.4,19.8,1.1,2.19,AQ_011,Delhi
2025-05-29,28.580253082104367,77.1092831121737,44,45.7,89.8,77.4,4.6,3.11,AQ_012,Delhi
2025-05-30,28.686181138552808,77.15565803075546,66,43.6,106.9,55.9,3.3,1.1,AQ_013,Delhi
2025-05-31,28.76604558253002,77.08876423287964,98,21.0,80.3,148.8,4.7,1.39,AQ_014,Delhi
2025-06-01,28.357551233517622,77.13204240843349,100,51.3,77.2,12.0,5.2,0.23,AQ_015,Delhi
2025-06-02,28.723180310125272,77.12809148207822,98,37.7,59.5,21.8,26.1,2.18,AQ_016,Delhi
2025-06-03,28.599086029119995,77.34330562699108,84,39.7,89.7,26.5,27.8,4.31,AQ_017,Delhi
2025-06-04,28.534401670367824,77.36145869028117,97,45.8,63.4,87.1,4.8,0.32,AQ_018,Delhi
2025-06-05,28.247438632118104,77.3490377641592,75,16.7,52.9,4.1,19.6,2.15,AQ_019,Delhi
2025-06-06,28.406847301451855,77.27300526987628,105,53.7,45.6,114.6,63.9,3.24,AQ_020,Delhi
2025-06-07,28.868608848837088,77.10275162733797,80,46.5,75.2,27.2,1.8,2.59,AQ_021,Delhi
2025-06-08,28.51061772013047,77.35297456749906,66,38.5,35.7,24.4,4.3,1.53,AQ_022,Delhi
2025-06-09,28.45118468431204,77.16186241202209,90,17.8,82.1,8.1,8.1,4.37,AQ_023,Delhi
2025-06-10,28.545436106578464,77.21245783123892,25,56.3,63.7,31.0,10.9,0.22,AQ_024,Delhi
2025-06-11,28.50212791672121,77.40973307978959,44,42.0,49.2,7.2,1.7,0.27,AQ_000,Delhi
2025-06-12,28.63255379489284,77.22159892841975,86,47.2,45.5,29.8,3.2,1.1,AQ_001,Delhi
2025-06-13,28.84144605173699,77.24609260453565,98,35.5,44.1,7.8,3.8,1.03,AQ_002,Delhi
2025-06-14,28.52590760737217,76.99708307710051,123,44.3,38.2,2.6,5.7,0.64,AQ_003,Delhi
2025-06-15,28.63704350758278,77.28205139406504,54,0.0,55.8,35.9,9.0,2.75,AQ_004,Delhi
2025-06-16,28.441814428813966,77.06199900290463,141,47.9,81.2,81.6,20.2,4.66,AQ_005,Delhi
2025-06-17,28.841924966330982,77.36079094845519,109,36.5,59.3,27.4,5.6,0.22,AQ_006,Delhi
2025-06-18,28.642256516362117,77.18131012342407,93,35.3,69.7,1.7,22.3,1.75,AQ_007,Delhi
2025-06-19,28.45162713150641,76.87357467369743,96,10.6,38.8,44.4,21.4,1.04,AQ_008,Delhi
2025-06-20,28.749545933020197,77.1552969846155,60,30.9,62.4,35.4,6.1,6.06,AQ_009,Delhi
2025-06-21,28.793898147287393,77.17479481925712,35,18.5,82.5,22.3,7.6,0.91,AQ_010,Delhi
2025-06-22,28.638118454511147,77.28182128391171,96,75.7,28.7,24.8,29.8,0.67,AQ_011,Delhi
2025-06-23,28.367990454868885,77.30957685859708,106,33.6,23.7,11.6,35.1,1.4,AQ_012,Delhi
2025-06-24,28.881675322027473,77.15983536329182,74,22.3,46.2,47.5,12.4,1.04,AQ_013,Delhi
2025-06-25,28.66041837809398,77.36093022922809,76,52.9,81.7,12.1,9.7,1.31,AQ_014,Delhi
2025-06-26,28.789468144604218,76.73394170070206,67,33.2,60.4,28.5,4.2,3.39,AQ_015,Delhi
2025-06-27,28.53126601923243,77.10190165029621,63,40.3,66.0,18.3,25.4,1.66,AQ_016,Delhi
2025-06-28,28.554106411289915,77.04214535937443,81,45.5,45.5,35.9,15.8,3.48,AQ_017,Delhi
2025-06-29,28.630467966393585,77.02087247341227,92,20.3,31.8,28.6,31.8,0.47,AQ_018,Delhi
2025-06-30,28.780910251705382,77.35295595570213,72,25.2,68.9,7.6,10.8,2.07,AQ_019,Delhi
2025-07-01,28.635348504225075,77.33337555985374,68,37.3,56.0,2.4,5.9,0.05,AQ_020,Delhi
2025-07-02,28.42537492811995,77.09263449693847,88,51.6,55.4,47.1,52.0,0.05,AQ_021,Delhi
2025-07-03,28.6531983795175,77.385708550594,79,61.8,87.5,0.3,21.8,0.45,AQ_022,Delhi
2025-07-04,28.858330129176615,77.22422003386787,51,44.1,56.0,62.9,21.4,1.01,AQ_023,Delhi
2025-07-05,28.623770942369426,77.14574738488373,71,31.4,53.7,98.2,2.3,0.51,AQ_024,Delhi
2025-07-06,28.633307828566473,77.10506158054413,27,47.9,78.0,5.1,9.6,0.18,AQ_000,Delhi
2025-07-07,28.424518438582428,77.09225924103053,51,21.4,32.6,30.6,9.2,0.5,AQ_001,Delhi
2025-07-08,28.403451636841574,77.27991622861744,72,64.5,44.9,38.8,12.6,0.43,AQ_002,Delhi
2025-07-09,28.518246179178014,77.30652323514505,116,18.5,62.7,0.3,17.6,0.29,AQ_003,Delhi
2025-07-10,28.56492235300719,77.24477518182819,57,70.9,23.5,22.2,53.8,2.18,AQ_004,Delhi
2025-07-11,28.629509110251544,76.90146734839254,64,50.2,55.3,22.4,63.9,5.3,AQ_005,Delhi
2025-07-12,28.638793546171126,77.25345379840793,69,50.6,64.7,33.4,5.7,2.95,AQ_006,Delhi
2025-07-13,28.85418614765254,77.29380948460583,39,11.3,60.1,33.7,9.5,0.25,AQ_007,Delhi
2025-07-14,28.622703115767486,77.10861915918034,84,24.6,70.2,30.3,1.5,0.44,AQ_008,Delhi
2025-07-15,28.773563403261637,77.21548758143476,74,14.5,23.2,24.9,13.6,0.56,AQ_009,Delhi
2025-07-16,28.608000599803265,76.92941735510489,86,26.5,98.8,25.2,0.1,2.43,AQ_010,Delhi
2025-07-17,28.831235541743865,77.02450464074803,70,27.4,88.2,45.6,0.3,0.83,AQ_011,Delhi
2025-07-18,28.33334037818792,77.16036469776392,46,30.1,66.7,78.2,3.4,1.17,AQ_012,Delhi
2025-07-19,28.524090234998237,77.16253732839759,82,25.7,81.6,5.8,0.3,2.01,AQ_013,Delhi
2025-07-20,28.761355009438887,77.26175190576244,59,26.0,58.2,8.8,19.7,0.06,AQ_014,Delhi
2025-07-21,28.588160599211495,77.0309611920206,99,31.4,37.6,106.9,0.5,0.1,AQ_015,Delhi
2025-07-22,28.753629442008197,77.1578190903069,71,25.0,45.3,36.6,19.5,0.75,AQ_016,Delhi
2025-07-23,28.67165991541659,77.13553303293799,66,70.3,83.7,51.9,8.2,3.51,AQ_017,Delhi
2025-07-24,28.755781547556957,77.28820157109689,84,55.0,80.3,36.1,2.4,3.53,AQ_018,Delhi
2025-07-25,28.705860159204327,77.42215641525526,56,25.6,62.5,18.6,14.6,1.14,AQ_019,Delhi
2025-07-26,28.714947340072065,77.46713804797152,57,41.6,68.4,6.1,2.5,0.79,AQ_020,Delhi
2025-07-27,28.837768308072732,76.9737339929753,74,9.5,49.7,6.3,4.0,1.71,AQ_021,Delhi
2025-07-28,28.76187110280514,77.20179787123743,66,51.1,75.9,24.5,11.1,4.45,AQ_022,Delhi
2025-07-29,28.76297100607046,77.04212060346329,91,21.9,56.8,7.3,16.9,0.78,AQ_023,Delhi
2025-07-30,28.61696281381784,77.19928825727706,84,58.0,67.7,89.9,10.8,3.18,AQ_024,Delhi
2025-07-31,28.52662246852747,77.27243789194239,58,29.2,60.4,22.1,3.6,0.8,AQ_000,Delhi
2025-08-01,28.514965986759158,77.22122363480551,127,49.8,43.5,13.7,14.0,1.23,AQ_001,Delhi
2025-08-02,28.726541689578454,77.20164824518083,74,23.9,85.0,86.9,17.0,1.17,AQ_002,Delhi
2025-08-03,28.248130915393247,77.4314558762148,82,24.7,49.5,50.3,30.4,2.16,AQ_003,Delhi
2025-08-04,28.417823271754358,77.31714840875559,106,23.7,56.3,25.2,7.9,0.69,AQ_004,Delhi
2025-08-05,28.469411947118182,77.16810183076933,90,21.8,19.4,85.4,7.4,0.28,AQ_005,Delhi
2025-08-06,28.57675679319596,77.2126317041343,58,51.0,52.2,2.3,10.3,0.76,AQ_006,Delhi
2025-08-07,28.21918429447875,77.33963467101842,102,22.0,48.5,10.1,4.7,3.67,AQ_007,Delhi
2025-08-08,28.8027081953884,77.3004685759059,85,36.1,28.8,96.7,72.9,1.06,AQ_008,Delhi
2025-08-09,28.70392628544944,77.14523858444488,58,3.5,42.0,3.8,30.8,0.43,AQ_009,Delhi
2025-08-10,28.911587359768784,76.94271357383447,67,17.3,38.5,41.6,31.2,0.45,AQ_010,Delhi
2025-08-11,28.773232170338417,77.0313013760841,90,24.1,42.2,16.2,1.0,6.02,AQ_011,Delhi
2025-08-12,28.768456899672806,77.23089688375202,78,40.5,44.1,4.6,9.1,0.34,AQ_012,Delhi
2025-08-13,28.951501404654632,76.94102097209816,87,39.4,108.4,7.9,37.3,1.28,AQ_013,Delhi
2025-08-14,28.528256286971388,77.18614082529754,74,23.4,101.4,33.6,15.6,5.48,AQ_014,Delhi
2025-08-15,28.38838124011259,77.14096462357188,51,40.2,40.2,7.7,9.3,1.16,AQ_015,Delhi
2025-08-16,28.57904639052609,77.35888792045708,106,36.4,50.0,33.5,36.0,1.18,AQ_016,Delhi
2025-08-17,28.490151191922926,77.01129342647869,84,21.7,68.3,56.3,2.2,1.05,AQ_017,Delhi
2025-08-18,28.575373195846336,76.91923465316485,101,53.4,63.5,11.8,19.0,1.36,AQ_018,Delhi
2025-08-19,28.456367151461286,77.14605388875849,98,9.4,58.8,0.4,3.8,0.8,AQ_019,Delhi
2025-08-20,28.6990820101181,77.30421446973904,112,43.0,64.6,13.4,4.3,0.16,AQ_020,Delhi
2025-08-21,28.69084742743981,77.36948778983911,102,50.2,82.8,17.8,1.9,0.6,AQ_021,Delhi
