date,latitude,longitude,temperature_c,humidity_percent,rainfall_mm,wind_speed_kmh,pressure_hpa,visibility_km,station_id,city
2025-04-22,28.61720408843916,77.1796517300332,28.5,39.3,7.9,5.5,1013.4,4.9,WS_000,Delhi
2025-04-23,28.66425170642314,77.2131570313805,46.3,74.7,14.7,7.5,990.9,6.1,WS_001,Delhi
2025-04-24,28.606413679457916,77.22962122349537,37.9,38.4,0.0,6.2,1022.4,7.9,WS_002,Delhi
2025-04-25,28.581789896468695,77.20264898816359,39.0,30.1,5.8,4.7,977.1,10.0,WS_003,Delhi
2025-04-26,28.621719720871244,77.20252330001942,36.0,65.1,0.0,15.0,1002.4,15.4,WS_004,Delhi
2025-04-27,28.598253558263956,77.21775109746582,36.7,38.2,0.0,25.6,1009.3,9.1,WS_005,Delhi
2025-04-28,28.63001827338948,77.20367847663283,36.1,29.1,0.0,7.2,1006.4,10.7,WS_006,Delhi
2025-04-29,28.582266525642154,77.19023172614165,33.0,38.5,0.0,3.7,1001.9,15.6,WS_007,Delhi
2025-04-30,28.6303438185344,77.21076743474192,39.8,58.1,0.0,4.7,1006.0,6.4,WS_008,Delhi
2025-05-01,28.607702517514632,77.18709017829374,44.9,47.4,0.0,5.4,990.8,14.2,WS_009,Delhi
2025-05-02,28.649397635892786,77.20100413156912,29.1,26.2,0.0,12.7,1000.0,11.9,WS_000,Delhi
2025-05-03,28.6400631744838,77.21971999110868,29.2,15.3,0.0,11.0,1043.8,6.7,WS_001,Delhi
2025-05-04,28.604656314616676,77.21245190416408,38.1,32.4,0.0,0.9,1009.1,5.8,WS_002,Delhi
2025-05-05,28.612751064774333,77.18636038766655,47.3,47.7,2.5,4.5,994.0,13.1,WS_003,Delhi
2025-05-06,28.61066183228758,77.19276857896523,32.0,48.7,0.0,5.8,1045.4,14.5,WS_004,Delhi
2025-05-07,28.59547057514431,77.21416393101806,32.8,52.4,0.0,2.0,1027.4,8.6,WS_005,Delhi
2025-05-08,28.616147144383536,77.22104678035522,40.8,22.1,0.0,2.0,1018.1,4.9,WS_006,Delhi
2025-05-09,28.582381559707912,77.20520134604004,31.8,45.3,8.1,8.6,1004.4,8.4,WS_007,Delhi
2025-05-10,28.641579828928194,77.18372633910869,32.0,38.2,0.0,13.9,1017.2,10.6,WS_008,Delhi
2025-05-11,28.608399181645822,77.22090626592758,33.3,38.7,0.0,9.9,1002.7,9.9,WS_009,Delhi
2025-05-12,28.6168671770637,77.21443756652457,36.6,33.5,0.0,0.5,969.9,9.5,WS_000,Delhi
2025-05-13,28.60704088476678,77.2225941792227,31.9,32.4,0.0,50.7,1020.7,9.2,WS_001,Delhi
2025-05-14,28.609485101140308,77.19108193127381,22.1,29.1,0.0,2.4,1007.5,11.7,WS_002,Delhi
2025-05-15,28.589762783290748,77.25382443877298,43.1,37.9,14.5,7.2,996.0,14.0,WS_003,Delhi
2025-05-16,28.590614840345747,77.1819668115388,37.9,22.9,0.0,3.3,1032.1,9.7,WS_004,Delhi
2025-05-17,28.608255918510494,77.20738500259066,32.6,17.8,0.0,1.1,975.1,11.7,WS_005,Delhi
2025-05-18,28.583149158387215,77.20846735734901,35.5,54.4,0.0,0.3,1008.9,9.3,WS_006,Delhi
2025-05-19,28.606508033682978,77.19821109126262,34.2,56.5,0.0,4.6,1014.8,9.6,WS_007,Delhi
2025-05-20,28.629302328861446,77.21474369438712,36.0,39.9,0.0,1.2,998.2,13.0,WS_008,Delhi
2025-05-21,28.614839168071406,77.22038418214635,29.6,61.6,0.0,14.6,1011.8,13.4,WS_009,Delhi
2025-05-22,28.640436655328866,77.20818919908555,22.7,42.4,0.0,6.3,986.5,11.7,WS_000,Delhi
2025-05-23,28.585624414970713,77.18549631828593,28.3,33.0,0.0,16.1,1003.2,7.5,WS_001,Delhi
2025-05-24,28.616521824025774,77.19403297433902,46.9,26.9,0.0,0.1,1046.3,10.9,WS_002,Delhi
2025-05-25,28.615210449938587,77.20820385456133,27.2,23.7,0.0,17.3,1038.0,6.8,WS_003,Delhi
2025-05-26,28.60239717244695,77.18304415583283,33.6,55.8,0.0,1.9,1032.1,5.0,WS_004,Delhi
2025-05-27,28.61704822564256,77.17408728018223,38.6,32.6,0.0,8.2,1054.2,8.6,WS_005,Delhi
2025-05-28,28.61726199056697,77.21052775409913,15.1,23.9,0.7,5.8,1029.8,9.1,WS_006,Delhi
2025-05-29,28.609996678192626,77.2223928946559,46.1,45.2,0.0,12.1,1005.4,7.6,WS_007,Delhi
2025-05-30,28.64262148880623,77.18952560885361,37.6,19.1,0.0,11.2,993.3,10.6,WS_008,Delhi
2025-05-31,28.609283069723933,77.17798327095414,36.4,46.4,0.0,2.3,1007.3,11.2,WS_009,Delhi
2025-06-01,28.63450339116266,77.18218894958795,29.5,73.1,7.1,3.1,1006.5,8.5,WS_000,Delhi
2025-06-02,28.60271794605392,77.1950168901734,28.6,78.2,0.0,6.8,1028.7,10.0,WS_001,Delhi
2025-06-03,28.630623897156923,77.22073802987089,19.7,71.8,0.8,0.8,1047.2,11.1,WS_002,Delhi
2025-06-04,28.637232179014777,77.19539069197246,23.7,65.8,3.1,8.6,1009.5,8.5,WS_003,Delhi
2025-06-05,28.64354656380838,77.19321500872066,33.6,85.6,13.9,14.7,1026.4,10.4,WS_004,Delhi
2025-06-06,28.605195858959817,77.19941864080336,22.3,79.1,0.8,8.0,1051.5,10.4,WS_005,Delhi
2025-06-07,28.605530043706153,77.21596426040446,25.6,70.9,23.4,19.4,1025.1,13.2,WS_006,Delhi
2025-06-08,28.639141951389984,77.19206261690736,32.3,90.9,1.8,0.7,1047.2,4.5,WS_007,Delhi
2025-06-09,28.588363772872086,77.20702073549336,26.9,77.4,0.4,2.2,964.4,4.8,WS_008,Delhi
2025-06-10,28.618674054831775,77.21374050462474,27.6,100.0,2.1,4.6,1001.0,9.4,WS_009,Delhi
2025-06-11,28.611065179101953,77.21912696798039,26.0,79.9,4.3,4.3,995.6,13.0,WS_000,Delhi
2025-06-12,28.623992999667124,77.20602402071782,25.9,70.3,1.8,10.6,1015.1,7.3,WS_001,Delhi
2025-06-13,28.609471859259266,77.24814329717698,26.4,80.2,5.3,9.4,991.0,10.6,WS_002,Delhi
2025-06-14,28.63409808221343,77.21403286628504,33.4,72.4,0.7,5.0,993.1,10.0,WS_003,Delhi
2025-06-15,28.57917282932037,77.22229919551765,20.1,81.3,0.0,5.5,1031.5,10.6,WS_004,Delhi
2025-06-16,28.600025825802938,77.21679127225873,29.1,78.3,3.6,21.3,1062.9,10.6,WS_005,Delhi
2025-06-17,28.61563387452493,77.19607003254231,23.6,72.1,4.8,2.3,1018.7,6.4,WS_006,Delhi
2025-06-18,28.5857495099118,77.19852736274855,29.8,62.6,1.6,0.2,1008.4,9.1,WS_007,Delhi
2025-06-19,28.599158003723637,77.23037297896069,33.0,79.1,0.9,44.6,1016.9,7.0,WS_008,Delhi
2025-06-20,28.606646226200088,77.22929727383679,25.6,79.0,5.8,22.6,1028.1,8.5,WS_009,Delhi
2025-06-21,28.6260675666118,77.22227105591799,26.4,69.7,1.1,1.6,1049.7,12.0,WS_000,Delhi
2025-06-22,28.624937890956648,77.19526713203673,28.9,76.0,2.2,1.6,1021.3,4.7,WS_001,Delhi
2025-06-23,28.584787906233892,77.22529815358766,26.5,70.3,6.8,0.0,1041.8,9.1,WS_002,Delhi
2025-06-24,28.590194692463875,77.21740244371072,25.3,69.4,5.2,5.9,1028.7,9.6,WS_003,Delhi
2025-06-25,28.620494270285903,77.23019817413204,25.5,86.7,0.6,12.6,1007.6,6.0,WS_004,Delhi
2025-06-26,28.619347090688173,77.22853474338369,28.9,78.0,1.9,4.8,1014.4,7.4,WS_005,Delhi
2025-06-27,28.601650688401623,77.21765454101568,30.9,71.7,3.7,5.9,1012.4,8.3,WS_006,Delhi
2025-06-28,28.64569309894042,77.17338698212485,29.6,83.1,6.9,13.1,1018.1,5.6,WS_007,Delhi
2025-06-29,28.625941093005178,77.21171424372012,28.0,83.6,9.9,3.6,988.3,8.8,WS_008,Delhi
2025-06-30,28.64495980410785,77.20895235090812,28.1,71.6,1.6,5.9,1025.0,10.5,WS_009,Delhi
2025-07-01,28.60335591291728,77.2114502829124,26.5,81.9,4.7,18.9,1024.4,11.0,WS_000,Delhi
2025-07-02,28.626983772428105,77.19960643244005,28.5,94.4,0.0,1.1,1031.0,8.7,WS_001,Delhi
2025-07-03,28.60295212131209,77.20268781852145,29.2,66.9,7.5,4.2,1011.1,7.2,WS_002,Delhi
2025-07-04,28.620451461214035,77.25003488667166,27.7,74.1,14.2,3.1,986.0,6.4,WS_003,Delhi
2025-07-05,28.587562292000346,77.19566808329121,28.9,80.0,2.4,5.3,998.5,14.5,WS_004,Delhi
2025-07-06,28.60575202522612,77.20415121000663,25.2,66.1,10.5,0.4,1031.9,11.2,WS_005,Delhi
2025-07-07,28.610303979471063,77.16604234654827,20.9,96.0,2.1,13.6,984.0,5.8,WS_006,Delhi
2025-07-08,28.608849892485203,77.20137035501367,27.9,89.4,0.0,2.1,1021.1,13.5,WS_007,Delhi
2025-07-09,28.63578163302737,77.22601912669128,23.8,82.1,2.4,16.7,1019.7,11.7,WS_008,Delhi
2025-07-10,28.602691813588383,77.20257292835106,30.5,80.6,0.0,10.5,1016.9,12.9,WS_009,Delhi
2025-07-11,28.603470051031692,77.1984384558876,33.9,88.2,9.4,1.0,1028.2,10.1,WS_000,Delhi
2025-07-12,28.608750440831184,77.24131756328515,26.5,81.7,1.8,0.5,1024.2,9.0,WS_001,Delhi
2025-07-13,28.61235730621318,77.22042148834889,32.7,86.0,0.0,5.2,992.9,10.6,WS_002,Delhi
2025-07-14,28.64855306012099,77.22759154176431,23.1,76.5,2.6,21.1,994.9,7.9,WS_003,Delhi
2025-07-15,28.597501787938768,77.20309303907402,23.5,79.2,0.0,0.9,998.6,10.1,WS_004,Delhi
2025-07-16,28.622855758678483,77.19894985606867,29.4,93.8,0.0,6.6,991.5,10.5,WS_005,Delhi
2025-07-17,28.61920079917786,77.21303718954405,27.1,77.0,10.9,4.0,1017.2,8.5,WS_006,Delhi
2025-07-18,28.619140133788928,77.187803779751,26.2,80.4,1.3,10.0,1008.4,6.0,WS_007,Delhi
2025-07-19,28.61415514423218,77.21778169776033,34.6,87.0,0.0,3.4,1029.6,5.9,WS_008,Delhi
2025-07-20,28.586728181339957,77.19750890559595,33.2,80.5,4.0,1.3,1027.6,9.3,WS_009,Delhi
2025-07-21,28.622268037894937,77.2127302264313,20.4,75.2,0.0,8.7,1031.3,8.8,WS_000,Delhi
2025-07-22,28.600535724873616,77.18264983356454,25.9,89.6,1.7,19.4,1010.8,9.7,WS_001,Delhi
2025-07-23,28.60997704584058,77.19806408591981,30.4,86.3,4.8,13.2,1026.9,11.2,WS_002,Delhi
2025-07-24,28.6168097625507,77.18871151448556,29.8,64.3,5.1,3.7,1007.8,7.0,WS_003,Delhi
2025-07-25,28.637744509490652,77.26210360067478,26.8,65.8,4.3,4.5,1018.5,8.6,WS_004,Delhi
2025-07-26,28.646380533618384,77.20959279110534,33.4,83.0,0.3,22.2,1030.6,2.7,WS_005,Delhi
2025-07-27,28.61125228135439,77.20516738016762,28.5,63.8,1.4,2.7,1013.3,5.6,WS_006,Delhi
2025-07-28,28.578305986345203,77.23619519148181,26.6,76.2,21.2,6.7,978.4,10.0,WS_007,Delhi
2025-07-29,28.648089292388807,77.16780011154806,29.3,71.8,10.4,4.1,980.9,5.5,WS_008,Delhi
2025-07-30,28.63071753607586,77.23121797718947,25.9,85.6,0.1,11.2,1019.2,9.3,WS_009,Delhi
2025-07-31,28.59047603636142,77.1952327236085,28.4,66.9,1.7,15.6,1047.6,5.3,WS_000,Delhi
2025-08-01,28.620499545680822,77.23369755702676,26.8,84.4,2.4,7.4,990.8,10.4,WS_001,Delhi
2025-08-02,28.57612346524307,77.22086439195282,34.9,64.2,0.0,3.8,1028.8,1.3,WS_002,Delhi
2025-08-03,28.637879717219906,77.22811674992901,26.6,91.3,0.0,8.6,995.1,6.1,WS_003,Delhi
2025-08-04,28.571610731498154,77.20315691094252,26.6,79.8,3.1,2.4,1013.8,8.8,WS_004,Delhi
2025-08-05,28.60449881041547,77.18569037067563,25.1,87.6,0.0,17.3,1051.7,3.7,WS_005,Delhi
2025-08-06,28.628582939016464,77.1830304185515,31.9,85.2,12.0,10.0,1014.3,13.4,WS_006,Delhi
2025-08-07,28.658274480404064,77.21510008935816,30.9,87.7,0.0,7.5,979.5,10.4,WS_007,Delhi
2025-08-08,28.611475711335558,77.18980103256739,21.3,85.5,1.2,1.6,1017.7,6.1,WS_008,Delhi
2025-08-09,28.602703081903844,77.23280834322063,21.2,80.7,0.0,0.2,993.5,11.3,WS_009,Delhi
2025-08-10,28.653200136203445,77.15245443068383,26.6,59.0,0.4,9.9,996.9,12.9,WS_000,Delhi
2025-08-11,28.630668249882824,77.21276764901341,26.4,85.0,8.7,3.3,1002.0,12.8,WS_001,Delhi
2025-08-12,28.632706306714923,77.19540942917173,30.7,86.9,6.5,0.3,1000.2,5.3,WS_002,Delhi
2025-08-13,28.639814506128992,77.19018936564518,27.6,66.7,17.9,2.7,1017.9,11.4,WS_003,Delhi
2025-08-14,28.5892944192009,77.2471440756954,27.2,82.4,4.4,11.3,1029.6,9.4,WS_004,Delhi
2025-08-15,28.614000034250655,77.17916617909633,24.4,82.1,0.0,0.3,1016.9,12.9,WS_005,Delhi
2025-08-16,28.620171600885193,77.20130921104818,31.3,85.4,1.3,20.0,1002.8,9.0,WS_006,Delhi
2025-08-17,28.586810239722475,77.2212500336653,20.9,76.3,1.8,3.2,1013.8,14.9,WS_007,Delhi
2025-08-18,28.621435932466973,77.18486265437102,36.4,79.2,10.3,11.5,1030.0,12.7,WS_008,Delhi
2025-08-19,28.626554663862052,77.216456038653,24.5,51.7,5.6,10.0,1028.5,1.8,WS_009,Delhi
2025-08-20,28.6057535003732,77.18349136591102,31.5,63.8,2.3,2.9,1028.7,12.6,WS_000,Delhi
2025-08-21,28.5853210302874,77.2267797834898,34.4,80.7,7.2,9.2,981.2,10.2,WS_001,Delhi
2025-08-22,28.65579394038336,77.21705932965833,28.6,85.7,1.1,8.6,1044.2,15.2,WS_002,Delhi
2025-08-23,28.621873297785427,77.18588406864367,23.8,85.1,6.9,3.0,1038.5,5.2,WS_003,Delhi
2025-08-24,28.61650742424034,77.21582898542121,32.4,69.4,0.5,7.7,1024.2,5.8,WS_004,Delhi
